Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Audi,A4 3.0 4dr,Sedan,Europe,Front,"$31,840","$28,846",3,6,220,13,8,3462,104,179
Audi,A4 3.0 Quattro 4dr manual,Sedan,Europe,All,"$33,430","$30,366",3,6,220,12,7,3583,104,179
Audi,A4 3.0 Quattro 4dr auto,Sedan,Europe,All,"$34,480","$31,388",3,6,220,12,7,3627,104,179
Audi,A6 3.0 4dr,Sedan,Europe,Front,"$36,640","$33,129",3,6,220,13,8,3561,109,192
Audi,A6 3.0 Quattro 4dr,Sedan,Europe,All,"$39,640","$35,992",3,6,220,13,8,3880,109,192
Audi,A4 3.0 convertible 2dr,Sedan,Europe,Front,"$42,490","$38,325",3,6,220,13,8,3814,105,180
Audi,A4 3.0 Quattro convertible 2dr,Sedan,Europe,All,"$44,240","$40,075",3,6,220,13,8,4013,105,180
Audi,A6 3.0 Avant Quattro,Wagon,Europe,All,"$40,840","$37,060",3,6,220,13,8,4035,109,192
Chrysler,PT Cruiser GT 4dr,Sedan,USA,Front,"$25,955","$24,172",2.4,4,220,17,10,3217,103,169
Lexus,GS 300 4dr,Sedan,Asia,Rear,"$41,010","$36,196",3,6,220,13,8,3649,110,189
Saab,9-5 Arc 4dr,Sedan,Europe,Front,"$35,105","$33,011",2.3,4,220,14,8,3470,106,190
Volkswagen,Touareg V6,SUV,Europe,All,"$35,515","$32,243",3.2,6,220,14,8,5086,112,187
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear,"$48,170","$44,849",3.2,6,221,14,8,3635,112,190
Mercedes-Benz,E320,Wagon,Europe,Rear,"$50,670","$47,174",3.2,6,221,14,8,3966,112,190
Ford,Crown Victoria 4dr,Sedan,USA,Rear,"$24,345","$22,856",4.6,8,224,17,10,4057,115,212
Ford,Crown Victoria LX 4dr,Sedan,USA,Rear,"$27,370","$25,105",4.6,8,224,17,10,4057,115,212
Mercury,Grand Marquis GS 4dr,Sedan,USA,Rear,"$24,695","$23,217",4.6,8,224,17,10,4052,115,212
Mercury,Grand Marquis LS Premium 4dr,Sedan,USA,Rear,"$29,595","$27,148",4.6,8,224,17,10,4052,115,212
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear,"$30,895","$28,318",4.6,8,224,17,10,4052,115,212
Acura,3.5 RL 4dr,Sedan,Asia,Front,"$43,755","$39,014",3.5,6,225,15,9,3880,115,197
Acura,3.5 RL w/Navigation 4dr,Sedan,Asia,Front,"$46,100","$41,100",3.5,6,225,14,8,3893,115,197
Audi,TT 1.8 Quattro 2dr (convertible),Sports,Europe,All,"$37,390","$33,891",1.8,4,225,12,7,2921,96,159
BMW,X3 3.0i,SUV,Europe,All,"$37,000","$33,873",3,6,225,14,8,4023,110,180
BMW,330i 4dr,Sedan,Europe,Rear,"$35,495","$32,525",3,6,225,12,7,3285,107,176
BMW,330Ci 2dr,Sedan,Europe,Rear,"$36,995","$33,890",3,6,225,12,7,3285,107,176
BMW,330xi 4dr,Sedan,Europe,All,"$37,245","$34,115",3,6,225,13,8,3483,107,176
BMW,330Ci convertible 2dr,Sedan,Europe,Rear,"$44,295","$40,530",3,6,225,13,8,3616,107,177
BMW,530i 4dr,Sedan,Europe,Rear,"$44,995","$41,170",3,6,225,12,7,3472,114,191
BMW,Z4 convertible 3.0i 2dr,Sports,Europe,Rear,"$41,045","$37,575",3,6,225,13,8,2998,98,161
Lexus,ES 330 4dr,Sedan,Asia,Front,"$32,350","$28,755",3.3,6,225,15,9,3460,107,191
Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,"$21,965","$19,819",3.3,6,225,15,9,3417,107,193
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,"$26,510","$23,908",3.3,6,225,15,9,3439,107,193
Jaguar,X-Type 3.0 4dr,Sedan,Europe,All,"$33,995","$30,995",3,6,227,14,8,3516,107,184
Subaru,Impreza WRX 4dr,Sports,Asia,All,"$25,045","$23,022",2,4,227,11,7,3085,99,174
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,"$43,365","$37,886",2.7,6,228,15,9,2811,95,170
Dodge,Durango SLT,SUV,USA,All,"$32,235","$29,472",4.7,8,230,18,11,4987,119,201
Lexus,RX 330,SUV,Asia,All,"$39,195","$34,576",3.3,6,230,15,9,4065,107,186
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,"$25,700","$23,883",3.8,6,230,17,10,3649,108,191
Toyota,Highlander V6,SUV,Asia,All,"$27,930","$24,915",3.3,6,230,16,10,3935,107,185
Toyota,Sienna CE,Sedan,Asia,Front,"$23,495","$21,198",3.3,6,230,17,10,4120,119,200
Toyota,Sienna XLE Limited,Sedan,Asia,Front,"$28,800","$25,690",3.3,6,230,17,10,4165,119,200
Ford,F-150 Regular Cab XL,Truck,USA,Rear,"$22,010","$19,490",4.6,8,231,17,10,4788,126,211
Chrysler,Concorde LXi 4dr,Sedan,USA,Front,"$26,860","$24,909",3.5,6,232,15,9,3548,113,208
Dodge,Intrepid ES 4dr,Sedan,USA,Front,"$24,885","$23,058",3.5,6,232,15,9,3487,113,204
Ford,Expedition 4.6 XLT,SUV,USA,Front,"$34,560","$30,468",4.6,8,232,17,10,5000,119,206
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear,"$32,495","$29,969",3,6,232,14,8,3681,115,194
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear,"$36,895","$33,929",3,6,232,14,8,3681,115,194
Jaguar,S-Type 3.0 4dr,Sedan,Europe,Rear,"$43,895","$40,004",3,6,235,14,8,3777,115,192
Lexus,GX 470,SUV,Asia,All,"$45,700","$39,838",4.7,8,235,18,11,4740,110,188
Lexus,LX 470,SUV,Asia,All,"$64,800","$56,455",4.7,8,235,18,11,5590,112,193
Mazda,RX-8 4dr manual,Sports,Asia,Rear,"$27,200","$25,179",1.3,,238,9,5,3029,106,174
Ford,Crown Victoria LX Sport 4dr,Sedan,USA,Rear,"$30,315","$27,756",4.6,8,239,17,10,4057,115,212
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear,"$41,815","$38,418",4.6,8,239,18,11,4369,118,215
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear,"$44,925","$41,217",4.6,8,239,18,11,4369,118,215
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear,"$50,470","$46,208",4.6,8,239,18,11,4474,124,221
Buick,Regal GS 4dr,Sedan,USA,Front,"$28,345","$26,047",3.8,6,240,17,10,3536,109,196
Buick,Park Avenue Ultra 4dr,Sedan,USA,Front,"$40,720","$36,927",3.8,6,240,18,11,3909,114,207
Chevrolet,Impala SS 4dr,Sedan,USA,Front,"$27,995","$25,672",3.8,6,240,18,11,3606,111,200
Honda,Pilot LX,SUV,Asia,All,"$27,560","$24,843",3.5,6,240,15,9,4387,106,188
Honda,Accord LX V6 4dr,Sedan,Asia,Front,"$23,760","$21,428",3,6,240,15,9,3349,108,190
Honda,Accord EX V6 2dr,Sedan,Asia,Front,"$26,960","$24,304",3,6,240,15,9,3294,105,188
Honda,Odyssey LX,Sedan,Asia,Front,"$24,950","$22,498",3.5,6,240,15,9,4310,118,201
Honda,Odyssey EX,Sedan,Asia,Front,"$27,450","$24,744",3.5,6,240,15,9,4365,118,201
Honda,S2000 convertible 2dr,Sports,Asia,Rear,"$33,260","$29,965",2.2,4,240,14,8,2835,95,162
Nissan,Pathfinder SE,SUV,Asia,Front,"$27,339","$25,972",3.5,6,240,15,9,3871,106,183
Nissan,Quest S,Sedan,Asia,Front,"$24,780","$22,958",3.5,6,240,14,8,4012,124,204
Nissan,Quest SE,Sedan,Asia,Front,"$32,780","$30,019",3.5,6,240,14,8,4175,124,204
Toyota,Sequoia SR5,SUV,Asia,All,"$35,695","$31,827",4.7,8,240,18,11,5270,118,204
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,"$42,565","$40,083",2.3,5,242,14,8,3450,105,186
Nissan,Altima SE 4dr,Sedan,Asia,Front,"$23,290","$21,580",3.5,6,245,15,9,3197,110,192
Nissan,Murano SL,Wagon,Asia,Rear,"$28,739","$27,300",3.5,6,245,16,10,3801,111,188
Toyota,4Runner SR5 V6,SUV,Asia,Front,"$27,710","$24,801",4,6,245,18,11,4035,110,189
Volvo,S60 T5 4dr,Sedan,Europe,Front,"$34,845","$32,902",2.3,5,247,14,8,3766,107,180
Audi,A6 2.7 Turbo Quattro 4dr,Sedan,Europe,All,"$42,840","$38,840",2.7,6,250,15,9,3836,109,192
Audi,TT 3.2 coupe 2dr (convertible),Sports,Europe,All,"$40,590","$36,739",3.2,6,250,14,8,3351,96,159
Chrysler,300M 4dr,Sedan,USA,Front,"$29,865","$27,797",3.5,6,250,16,10,3581,113,198
Chrysler,Pacifica,Wagon,USA,Rear,"$31,230","$28,725",3.5,6,250,16,10,4675,116,199
Saab,9-5 Aero 4dr,Sedan,Europe,Front,"$39,465","$37,721",2.3,4,250,15,9,3470,106,190
Saab,9-5 Aero,Wagon,Europe,Front,"$40,845","$38,376",2.3,4,250,14,8,3620,106,190
Cadillac,CTS VVT 4dr,Sedan,USA,Rear,"$30,835","$28,575",3.6,6,255,17,10,3694,113,190
Chrysler,300M Special Edition 4dr,Sedan,USA,Front,"$33,295","$30,884",3.5,6,255,16,10,3650,113,198
Infiniti,I35 4dr,Sedan,Asia,Front,"$31,145","$28,320",3.5,6,255,16,10,3306,108,194
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,"$52,365","$45,766",3.2,6,258,15,11,2911,95,170
Ford,Mustang GT Premium convertible 2dr,Sports,USA,Rear,"$29,380","$26,875",4.6,8,260,18,13,3347,101,183
Infiniti,G35 4dr,Sedan,Asia,Rear,"$28,495","$26,157",3.5,6,260,16,11,3336,112,187
Infiniti,G35 4dr,Sedan,Asia,All,"$32,445","$29,783",3.5,6,260,16,11,3677,112,187
Acura,MDX,SUV,Asia,All,"$36,945","$33,337",3.5,6,265,16,11,4451,106,189
Nissan,Maxima SE 4dr,Sedan,Asia,Front,"$27,490","$25,182",3.5,6,265,16,11,3473,111,194
Nissan,Maxima SL 4dr,Sedan,Asia,Front,"$29,440","$26,966",3.5,6,265,17,12,3476,111,194
Volvo,XC90 T6,SUV,Europe,All,"$41,250","$38,851",2.9,6,268,16,11,4638,113,189
Volvo,S80 T6 4dr,Sedan,Europe,Front,"$45,210","$42,573",2.9,6,268,16,11,3653,110,190
Acura,TL 4dr,Sedan,Asia,Front,"$33,195","$30,299",3.2,6,270,16,11,3575,108,186
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,"$39,235","$36,052",4,8,270,18,13,3953,106,185
Volkswagen,Passat W8,Wagon,Europe,Front,"$40,235","$36,956",4,8,270,18,13,4067,106,184
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,"$29,562","$27,466",2,4,271,13,9,3263,103,179
Buick,Rainier,SUV,USA,All,"$37,895","$34,357",4.2,6,275,17,12,4600,113,193
Cadillac,Deville 4dr,Sedan,USA,Front,"$45,445","$41,650",4.6,8,275,18,13,3984,115,207
Cadillac,Seville SLS 4dr,Sedan,USA,Front,"$47,955","$43,841",4.6,8,275,18,13,3992,112,201
Chevrolet,TrailBlazer LT,SUV,USA,Front,"$30,295","$27,479",4.2,6,275,17,12,4425,113,192
GMC,Envoy XUV SLE,SUV,USA,Front,"$31,890","$28,922",4.2,6,275,17,12,4945,129,208
Isuzu,Ascender S,SUV,Asia,All,"$31,849","$29,977",4.2,6,275,17,12,4967,129,208
Mercedes-Benz,S430 4dr,Sedan,Europe,Rear,"$74,320","$69,168",4.3,8,275,18,13,4160,122,203
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,"$35,995","$32,997",4.6,8,275,18,13,3790,112,203
Ford,Thunderbird Deluxe convert w/hardtop 2d,Sports,USA,Front,"$37,530","$34,483",3.9,8,280,18,13,3780,107,186
Infiniti,G35 Sport Coupe 2dr,Sedan,Asia,Rear,"$29,795","$27,536",3.5,6,280,18,13,3416,112,182
Infiniti,FX35,Wagon,Asia,Rear,"$34,895","$31,756",3.5,6,280,18,13,4056,112,189
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear,"$40,095","$36,809",3.9,8,280,18,13,3768,115,194
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear,"$43,495","$39,869",3.9,8,280,18,13,3768,115,194
Land Rover,Range Rover HSE,SUV,Europe,All,"$72,250","$65,807",4.4,8,282,18,13,5379,113,195
GMC,Yukon 1500 SLE,SUV,USA,Front,"$35,725","$31,361",4.8,8,285,17,12,5042,116,199
GMC,Sierra Extended Cab 1500,Truck,USA,Rear,"$25,717","$22,604",4.8,8,285,17,12,4548,144,230
Nissan,350Z coupe 2dr,Sports,Asia,Rear,"$26,910","$25,203",3.5,6,287,18,13,3188,104,169
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,"$34,390","$31,845",3.5,6,287,18,13,3428,104,169
Mercedes-Benz,ML500,SUV,Europe,All,"$46,470","$43,268",5,8,288,18,13,4874,111,183
Acura,NSX coupe 2dr manual S,Sports,Asia,Rear,"$89,765","$79,978",3.2,6,290,16,11,3153,100,174
Lexus,LS 430 4dr,Sedan,Asia,Rear,"$55,750","$48,583",4.3,8,290,18,13,3990,115,197
Mercedes-Benz,G500,SUV,Europe,All,"$76,870","$71,540",5,8,292,18,13,5423,112,186
Jaguar,S-Type 4.2 4dr,Sedan,Europe,Rear,"$49,995","$45,556",4.2,8,294,18,13,3874,115,192
Jaguar,Vanden Plas 4dr,Sedan,Europe,Rear,"$68,995","$62,846",4.2,8,294,18,13,3803,119,200
Jaguar,XJ8 4dr,Sedan,Europe,Rear,"$59,995","$54,656",4.2,8,294,18,13,3803,119,200
Jaguar,XK8 coupe 2dr,Sports,Europe,Rear,"$69,995","$63,756",4.2,8,294,18,13,3779,102,187
Jaguar,XK8 convertible 2dr,Sports,Europe,Rear,"$74,995","$68,306",4.2,8,294,18,13,3980,102,187
Cadillac,Escalade,SUV,USA,Front,"$52,795","$48,377",5.3,8,295,18,13,5367,116,199
Chevrolet,Suburban 1500 LT,SUV,USA,Front,"$42,735","$37,422",5.3,8,295,18,13,4947,130,219
Chevrolet,Tahoe LT,SUV,USA,All,"$41,465","$36,287",5.3,8,295,18,13,5050,116,197
Chevrolet,Avalanche 1500,Truck,USA,All,"$36,100","$31,689",5.3,8,295,18,13,5678,130,222
Audi,A6 4.2 Quattro 4dr,Sedan,Europe,All,"$49,690","$44,936",4.2,8,300,18,13,4024,109,193
Cadillac,Deville DTS 4dr,Sedan,USA,Front,"$50,595","$46,362",4.6,8,300,18,13,4044,115,207
Chevrolet,Silverado SS,Truck,USA,All,"$40,340","$35,399",6,8,300,21,15,4804,144,238
Chevrolet,SSR,Truck,USA,Rear,"$41,995","$39,306",5.3,8,300,19,13,4760,116,191
Ford,F-150 Supercab Lariat,Truck,USA,All,"$33,540","$29,405",5.4,8,300,19,13,5464,133,218
GMC,Sierra HD 2500,Truck,USA,All,"$29,322","$25,759",6,8,300,22,15,5440,133,222
Lexus,GS 430 4dr,Sedan,Asia,Rear,"$48,450","$42,232",4.3,8,300,18,13,3715,110,189
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear,"$63,200","$55,063",4.3,8,300,19,13,3840,103,178
Lincoln,Navigator Luxury,SUV,USA,All,"$52,775","$46,360",5.4,8,300,19,13,5969,119,206
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,"$31,545","$29,130",2.5,4,300,15,11,3263,100,174
Volvo,S60 R 4dr,Sedan,Europe,All,"$37,560","$35,382",2.5,5,300,15,11,3571,107,181
Lincoln,Aviator Ultimate,SUV,USA,Front,"$42,915","$39,443",4.6,8,302,18,13,4834,114,193
Mercedes-Benz,CL500 2dr,Sedan,Europe,Rear,"$94,820","$88,324",5,8,302,18,13,4085,114,196
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear,"$52,800","$49,104",5,8,302,18,13,3585,107,183
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear,"$57,270","$53,382",5,8,302,18,13,3815,112,190
Mercedes-Benz,S500 4dr,Sedan,Europe,All,"$86,970","$80,939",5,8,302,18,13,4390,122,203
Mercedes-Benz,SL500 convertible 2dr,Sports,Europe,Rear,"$90,520","$84,325",5,8,302,18,13,4065,101,179
Mercedes-Benz,E500,Wagon,Europe,All,"$60,670","$56,474",5,8,302,18,13,4230,112,190
Mercury,Marauder 4dr,Sedan,USA,Rear,"$34,495","$31,558",4.6,8,302,18,13,4195,115,212
Nissan,Pathfinder Armada SE,SUV,Asia,Front,"$33,840","$30,815",5.6,8,305,18,13,5013,123,207
Nissan,Titan King Cab XE,Truck,Asia,All,"$26,650","$24,926",5.6,8,305,18,13,5287,140,224
Ford,Excursion 6.8 XLT,SUV,USA,All,"$41,475","$36,494",6.8,10,310,21,15,7190,137,227
Infiniti,FX45,Wagon,Asia,All,"$36,395","$33,121",4.5,8,315,19,13,4309,112,189
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,"$79,165","$69,229",3.6,6,315,17,12,3135,93,175
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,"$84,165","$72,206",3.6,6,315,17,12,3240,93,175
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,"$76,765","$67,128",3.6,6,315,18,13,3119,93,175
Hummer,H2,SUV,USA,All,"$49,995","$45,815",6,8,316,22,15,6400,123,190
Cadillac,SRX V8,SUV,USA,Front,"$46,995","$43,523",4.6,8,320,19,13,4302,116,195
Cadillac,XLR convertible 2dr,Sports,USA,Rear,"$76,200","$70,546",4.6,8,320,19,13,3647,106,178
BMW,X5 4.4i,SUV,Europe,All,"$52,195","$47,720",4.4,8,325,18,13,4824,111,184
BMW,545iA 4dr,Sedan,Europe,Rear,"$54,995","$50,270",4.4,8,325,18,13,3814,114,191
BMW,745i 4dr,Sedan,Europe,Rear,"$69,195","$63,190",4.4,8,325,18,13,4376,118,198
BMW,745Li 4dr,Sedan,Europe,Rear,"$73,195","$66,830",4.4,8,325,18,13,4464,123,204
GMC,Yukon XL 2500 SLT,SUV,USA,All,"$46,265","$40,534",6,8,325,22,15,6133,130,219
Toyota,Land Cruiser,SUV,Asia,All,"$54,765","$47,986",4.7,8,325,16,11,5390,112,193
Audi,A8 L Quattro 4dr,Sedan,Europe,All,"$69,190","$64,740",4.2,8,330,18,13,4399,121,204
BMW,M3 coupe 2dr,Sports,Europe,Rear,"$48,195","$44,170",3.2,6,333,16,11,3415,108,177
BMW,M3 convertible 2dr,Sports,Europe,Rear,"$56,595","$51,815",3.2,6,333,16,11,3781,108,177
Volkswagen, 4dr,Sedan,Europe,Front,"$65,000","$59,912",4.2,8,335,18,13,5194,118,204
Audi,S4 Quattro 4dr,Sedan,Europe,All,"$48,040","$43,556",4.2,8,340,18,14,3825,104,179
Audi,S4 Avant Quattro,Wagon,Europe,All,"$49,090","$44,446",4.2,8,340,18,14,3936,104,179
Infiniti,M45 4dr,Sedan,Asia,Rear,"$42,845","$38,792",4.5,8,340,19,15,3851,110,197
Infiniti,Q45 Luxury 4dr,Sedan,Asia,Rear,"$52,545","$47,575",4.5,8,340,19,15,3977,113,200
Pontiac,GTO 2dr,Sports,USA,Rear,"$33,500","$30,710",5.7,8,340,20,16,3725,110,190
Porsche,Cayenne S,SUV,Europe,All,"$56,665","$49,865",4.5,8,340,19,15,4950,112,188
Cadillac,Escalade EXT,Truck,USA,All,"$52,975","$48,541",6,8,345,20,16,5879,130,221
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear,"$52,120","$48,522",3.2,6,349,17,14,3540,107,178
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear,"$56,170","$52,289",3.2,6,349,17,12,3220,95,158
Chevrolet,Corvette 2dr,Sports,USA,Rear,"$44,535","$39,068",5.7,8,350,20,14,3246,105,180
Chevrolet,Corvette convertible 2dr,Sports,USA,Rear,"$51,535","$45,193",5.7,8,350,20,14,3248,105,180
Jaguar,S-Type R 4dr,Sedan,Europe,Rear,"$63,120","$57,499",4.2,8,390,19,13,4046,115,192
Jaguar,XJR 4dr,Sedan,Europe,Rear,"$74,995","$68,306",4.2,8,390,19,13,3948,119,200
Jaguar,XKR coupe 2dr,Sports,Europe,Rear,"$81,995","$74,676",4.2,8,390,19,13,3865,102,187
Jaguar,XKR convertible 2dr,Sports,Europe,Rear,"$86,995","$79,226",4.2,8,390,19,13,4042,102,187
Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front,"$75,000","$69,130",6,12,420,23,16,5399,118,204
Audi,RS 6 4dr,Sports,Europe,Front,"$84,600","$76,417",4.2,8,450,19,13,4024,109,191
Porsche,911 GT2 2dr,Sports,Europe,Rear,"$192,465","$173,560",3.6,6,477,18,13,3131,93,175
Mercedes-Benz,CL600 2dr,Sedan,Europe,Rear,"$128,420","$119,600",5.5,12,493,20,14,4473,114,196
Mercedes-Benz,SL55 AMG 2dr,Sports,Europe,Rear,"$121,770","$113,388",5.5,8,493,20,14,4235,101,179
Mercedes-Benz,SL600 convertible 2dr,Sports,Europe,Rear,"$126,670","$117,854",5.5,12,493,20,14,4429,101,179
Dodge,Viper SRT-10 convertible 2dr,Sports,USA,Rear,"$81,795","$74,451",8.3,10,500,24,17,3410,99,176
